Country;Color code
TOTAL;1.0
ABW;0.0
AFG;0.0016462752453210506
AGO;0.34644287721332334
ALB;0.014479067783327453
AND;0.0
ARB;10.585370981478349
ARE;0.002180467384509244
ARG;0.029913838171945296
ARM;0.931789751642305
ASM;0.0
ATG;0.0
AUS;0.09175600458246601
AUT;0.28220205945880183
AZE;0.14752635199359934
BDI;3.4900434704378864
BEL;0.13269579787809047
BEN;0.8192564043383308
BFA;0.038632530060414824
BGD;0.19455117463818858
BGR;0.2679605509155559
BHR;0.0
BHS;0.0
BIH;1.0052591909746627
BLR;0.032479398781347174
BLZ;0.604732847560334
BMU;0.0
BOL;0.05476858966832237
BRA;0.039381919596294446
BRB;0.0
BRN;0.0
BTN;0.0
BWA;0.5527339465300575
CAF;1.8831896172652831
CAN;0.4261741295733006
CEB;0.07057899303071824
CHE;0.3449191985514602
CHI;0.0
CHL;0.023099995008490304
CHN;0.14700494982409978
CIV;1.1422680329546853
CMR;2.766906024516063
COD;3.290967975072736
COG;7.012313378718735
COL;0.0018454098119268598
COM;0.0
CPV;0.0
CRI;1.599051390438637
CSS;0.01749763230282437
CUB;0.024687647581841693
CUW;0.0
CYM;0.0
CYP;0.16601718428728374
CZE;0.03488650707555397
DEU;0.5982329156139363
DJI;7.351168399702807
DMA;0.0
DNK;0.3028096534312513
DOM;0.0
DZA;1.4625128585381062
EAP;0.16453972683847604
EAR;2.6575029346409793
EAS;0.09916528236806332
ECA;0.14862875258806427
ECS;0.25214125834140044
ECU;10.389768479822107
EGY;0.9706305707649523
EMU;0.25566357578011645
ERI;1.7483059575278004
ESP;0.012119241532457836
EST;0.0025616129799308257
ETH;1.15891753954503
EUU;0.2517905627471486
FCS;7.416447418483031
FIN;0.0865446125374833
FJI;0.0
FRA;0.2019385405413695
FRO;0.0
FSM;0.01283195402367761
GAB;1.9560757515137512
GBR;0.3461635671137386
GEO;0.17627588297661223
GHA;1.347209593262096
GIB;0.0
GIN;2.5978045935331813
GMB;8.63577152844893
GNB;5.702987012078327
GNQ;0.0
GRC;0.023968842592085902
GRD;0.0
GRL;0.0
GTM;0.018436030270363623
GUM;0.0
GUY;0.0
HIC;0.17987026480330598
HKG;0.0015799087269169534
HND;0.0022367703913508423
HPC;3.358939291384642
HRV;0.08443506381114413
HTI;0.00010430711581512815
HUN;0.1796750071270499
IBD;0.7426644063636628
IBT;1.3739195233668644
IDA;4.761631068011369
IDB;4.779209524062186
IDN;0.0010152766348098094
IDX;4.759852954886104
IMN;0.0
IND;0.12223656758623576
INX;0
IRL;0.12515556352868928
IRN;6.328542833296458
IRQ;0.9019526427319322
ISL;0.008289736294379015
ISR;0.021789600984334186
ITA;0.06046073998118139
JAM;0.0
JOR;243.98592132563644
JPN;0.0013868960283135749
KAZ;0.10545159963258754
KEN;6.454242282925214
KGZ;0.13241058281079443
KHM;0.012920275751231345
KIR;0.0
KNA;0.0
KOR;0.0003512911244442951
KWT;1.1846816635464936
LAC;0.3660661537413278
LAO;0.0
LBN;43.94112291308873
LBR;3.1787005655357308
LBY;0.1798826783968003
LCA;0.0
LCN;0.34912079282711606
LDC;2.6555497282566827
LIC;6.905354367586276
LIE;0.22868105021335364
LKA;0.007194590426006966
LMC;1.6580670143047629
LMY;1.6128681226926727
LSO;0.0
LTE;0.2692426250812358
LTU;0.052252144386707076
LUX;0.19886426696304915
LVA;0.002907726955245758
MAC;0.0
MAF;0.0
MAR;0.01667339186312331
MCO;0.0
MDA;0.04207397317682728
MDG;0.0
MDV;0.0
MEA;9.521350449553367
MEX;0.004382177022717198
MHL;0.0
MIC;1.2666664198069748
MKD;0.3136547573837892
MLI;0.6717265027847474
MLT;1.2433250019239181
MMR;0.0
MNA;14.97011878111506
MNE;5.732299864531999
MNG;0.0015112707315580105
MNP;0.0
MOZ;0.13118282894607525
MRT;8.479442117246597
MUS;0.0
MWI;0.23500141715062553
MYS;0.4447372262228194
NAC;0.1024048584178977
NAM;1.6338263137075655
NCL;0.0
NER;0.02351710979202431
NGA;0.04309938394008543
NIC;0.02753223227274058
NLD;0.36640734050811835
NOR;0.31607027777309266
NPL;5.215623527296664
NRU;0.0
NZL;0.06915902325958975
OED;0.1564407327043884
OMN;0.0005264467174166937
OSS;0.6780990187993514
PAK;11.17366162824481
PAN;1.9836162880332417
PER;0.01958108318882117
PHL;0.0009223233821023023
PLW;0.0
PNG;1.2092604978792525
POL;0.06937711742710309
PRE;2.7403862548202294
PRI;0.0
PRK;0.0
PRT;0.0049046460235880815
PRY;0.006347721965188103
PSE;407.2535067967548
