Country;Color code
TOTAL;1.0
ABW;0.0
AFG;1.3901474640196823
AGO;0.5807454712513858
ALB;0.016608838553690032
AND;0.0
ARB;7.088674045521064
ARE;0.00894448367220343
ARG;0.017014332168368285
ARM;2.4844938772167033
ASM;0.0
ATG;0.0017254869150192215
AUS;0.1293659846029026
AUT;0.9140956241094598
AZE;0.04383326710374502
BDI;4.822789192252792
BEL;0.2494362050476081
BEN;0.06376456333662552
BFA;0.8752563655986704
BGD;3.241327217560821
BGR;0.7282911535399337
BHR;0.020669457714067897
BHS;0.0037270305628678037
BIH;0.5280931332144804
BLR;0.0771264064222931
BLZ;0.027664330457664366
BMU;0.0
BOL;0.0315529433000045
BRA;0.014170572143572084
BRB;0.0005478844726375494
BRN;0.0
BTN;0.0
BWA;0.2519570204679795
CAF;1.0297857827928922
CAN;0.21334372565403134
CEB;0.08425048331156076
CHE;0.4914165304604892
CHI;0.0
CHL;0.018747843126539
CHN;0.05724903234552704
CIV;0.041531396415289766
CMR;8.942626760999941
COD;4.465040011831444
COG;3.84024932100931
COL;0.001981804416431718
COM;0.0
CPV;0.0
CRI;0.19438363944124856
CSS;0.030472117151597394
CUB;0.006723494543129669
CUW;0.09344383699549907
CYM;0.42410015651181465
CYP;1.2801479925195636
CZE;0.02627198612347797
DEU;0.8654372873192956
DJI;8.964512489847092
DMA;0.0
DNK;0.33711648297602126
DOM;0.004512580269754336
DZA;0.9222712964864944
EAP;0.07837603564947332
EAR;2.0361193900183414
EAS;0.061245218582026764
ECA;2.5781411737797746
ECS;0.8374947706787386
ECU;1.9437040982553797
EGY;1.2686340410111616
EMU;0.47069340253668507
ERI;0
ESP;0.044173517898690354
EST;0.0312054012135205
ETH;5.6274464762392125
EUU;0.4637432115631884
FCS;5.809719642359709
FIN;0.2598347053828087
FJI;0.0014911339565817907
FRA;0.42063949840952375
FRO;0.0
FSM;0.0
GAB;0.09217300525724823
GBR;0.14123569467569377
GEO;0.2058090360240295
GHA;0.2129369818301479
GIB;0.0
GIN;0.23062601224549112
GMB;1.2172469685555662
GNB;1.7589737571593336
GNQ;0.0
GRC;0.8131867175292897
GRD;0.004189311686511603
GRL;0.0
GTM;0.00887974334218598
GUM;0.0
GUY;0.011062004394928436
HIC;0.18538716089439067
HKG;0.001250795891293815
HND;0.001434046036813686
HPC;4.716203974891116
HRV;0.03498858468874221
HTI;0.00048048309074776914
HUN;0.10553345952069905
IBD;0.7477718957052127
IBT;1.182412985907475
IDA;3.554107021554643
IDB;2.3515572444498014
IDN;0.017089446013815904
IDX;4.240977307687419
IMN;0.0
IND;0.07946829340877858
INX;0
IRL;0.05246285726185615
IRN;9.58450113631388
IRQ;2.5280479235742788
ISL;0.0732738939886023
ISR;0.15902021122273008
ITA;0.2825773894077199
JAM;0.0018411098755086643
JOR;120.52813018443902
JPN;0.0012026729072182054
KAZ;0.007760285291681717
KEN;4.718789191242027
KGZ;0.03262628469676598
KHM;0.0
KIR;0.0
KNA;0.01130736802144486
KOR;0.005516346574296446
KWT;0.01486502277173048
LAC;0.09333862344497518
LAO;0.0
LBN;57.6596624028139
LBR;1.3123526209203253
LBY;0.3972990844513493
LCA;0.0025798213158383042
LCN;0.08775688890664667
LDC;4.273521729960573
LIC;4.837011978597742
LIE;3.547350674655287
LKA;0.015260846272970372
LMC;1.2727963771668471
LMY;1.3361341573872452
LSO;0.016693168713235687
LTE;0.23592293672037623
LTU;0.09255243720871753
LUX;0.09755549351478668
LVA;0.05483065056744453
MAC;0.0
MAF;0.0
MAR;0.07553859491003191
MCO;0.01192118680886865
MDA;0.06291627936789476
MDG;0.001196993282486801
MDV;0.0
MEA;5.755780846821818
MEX;0.0327229161426416
MHL;0.0
MIC;1.1059462384584433
MKD;0.06628430994005345
MLI;0.923830650977209
MLT;1.8040599435880353
MMR;0.0
MNA;19.076266699258035
MNE;0.310628788777128
MNG;0.0009106959818631434
MNP;0.0
MOZ;0.11955267799270332
MRT;11.895307582123294
MUS;0.0024841774607170537
MWI;0.5584223963275241
MYS;0.8564218842107751
NAC;0.0628156112030286
NAM;0.3333605318462903
NCL;0.0
NER;5.716487556671167
NGA;0.09703881970305012
NIC;0.027621763394941847
NLD;0.36104787534820737
NOR;0.4371817151325835
NPL;0.47977970012036747
NRU;18.60953000993346
NZL;0.024254678741235366
OED;0.4094338911785611
OMN;0.010754457041105078
OSS;0.32854674903488806
PAK;3.9570255640844887
PAN;0.1059377861284586
PER;0.024486915532235625
PHL;0.002820790812535329
PLW;0.0
PNG;0.5744928779676456
